chr8	38277203
chr21	9827401
chr21	9827457
chr1	91852782
chr4	129208850
chr12	20704375
chr17	33478122
chr12	20704382
chr21	9827387
chr12	20704388
chr21	9827251
chr1	91852922
chr1	91852839
chr21	9827437
chrX	100291962
chr21	9827376
chr11	85195011
chr11	85195011
chr2	230045546
chr2	230045533
chr21	9827355
chr12	20704379
chr21	9827139
chr11	85195067
chr12	20704364
chr8	38271435
chr12	20704379
chr21	9827372
chr11	85195012
chr11	85195139
chr11	64005980
chr21	9827288
chr2	230045513
chr12	20704414
chr5	71146836
chr12	20704376
chr15	45003749
chr15	45003771
chr1	91852955
chr9	116037996
chr21	9827419
chr2	133038129
chr12	20704383
chr21	9827434
chr12	20704374
chr8	38283750
chr12	20704380
chr2	56420512
chr21	9827468
chr21	9827377
chr17	76136936
chr21	9827451
chr21	9827046
chr21	9827232
chr12	127650613
chr9	140243592
chrX	108297723
chr16	57286434
chr21	9827399
chr2	230045519
chr8	38279411
chr12	20704411
chr21	9827423
chr21	9827395
chr11	85195011
chrM	2488
chr1	91853042
chr17	33478111
chr2	230045514
chr15	45003729
chr12	20704406
chr21	9827457
chr1	91852934
chr12	20704421
chr1	91852909
chr21	9827370
chr12	127650600
chr12	20704410
chr21	9827292
chr21	9827253
chrM	2665
chr11	85195077
chr2	230045498
chr12	127650492
chr11	85195059
chr21	9827436
chr17	33478136
chr2	230045488
chr17	33478133
chr12	20704391
chrM	12554
chr15	45003761
chr21	9827242
chr1	91852783
chr12	20704388
chr15	45003756
chr15	45003762
chr11	85195064
chr21	9827350
chr21	9827195
chr21	9827378
chr21	9827414
chr12	20704401
chrX	108297769
chr2	230045517
chr21	9827391
chr21	9827406
chr21	9827459
chr12	20704382
chr16	33963314
chr21	9827288
chr21	9827391
chr15	45007627
chr21	9827086
chr21	9827088
chrX	108297669
chr15	45003767
chr8	38270931
chr21	9827389
chr21	9827391
chr21	9827346
chr17	33478142
chr16	1401694
chr10	28908608
chr12	20704384
chr21	9827396
chr5	71146863
chr21	9827368
chr15	45007633
chr21	9827350
chr12	20704388
chr21	9827469
chr12	20704386
chr17	33478147
chr12	20704401
chr6	3287100
chrX	108297796
chr11	85195011
chr2	230045519
chr11	85195066
chr11	85195073
chr21	9827233
chr21	9827437
chr12	20704364
chr17	33478129
chr21	9827251
chr17	33478127
chr21	9827104
chr12	20704389
chr16	33963884
chr17	33478142
chr12	20704387
chr11	85195011
chr11	85195011
chr12	20704372
chr5	71146855
chr8	38282063
chr1	91852886
chr11	85195011
chr15	45007621
chr12	20704387
chr12	20704364
chr12	20704372
chr5	71146842
chr16	67576634
chr21	9827370
chr12	20704374
chr12	20704422
chr12	20704385
chr12	20704406
chr11	85195068
chr21	9827392
chr12	20704361
chr12	20704406
chr8	38277205
chr1	91852890
chr21	9827213
chr17	73497927
chr1	91853052
chr21	9827255
chr12	20704380
chr12	20704410
chr15	45007621
chr15	45003757
chr12	20704387
chr6	20976188
chr21	9827433
chr12	20704368
chr12	20704393
chr12	20704368
chr11	85195016
chr12	20704386
chr4	120214961
chr21	9827391
chr12	20704377
chr12	20704380
chr12	20704374
chr21	9827425
chr12	20704389
chr12	127650875
chr8	70602356
chr12	20704401
chr8	38279315
chr21	9827366
chr12	20704383
chr12	20704414
chr19	48651342
chr21	9827370
chr21	9827370
chr21	9827200
chr21	9827369
chr12	20704406
chr5	71146742
chr8	70602349
chr21	9827479
chr12	20704400
chr11	85195011
chr21	9827397
chr2	230045488
chr12	20704406
chr5	71146742
chr11	85195069
chr21	9827253
chr17	33478125
chr2	230045547
chr17	33478142
chr12	20704406
chr17	33478149
chr15	45007621
chr12	20704372
chr21	9827420
chr12	20704392
chr12	20704387
chr15	45003749
chr12	20704388
chr1	91852797
chr1	91852889
chr2	230045519
chr2	133012722
chr4	151936624
chr11	85195057
chr12	20704407
chr11	85195026
chr21	9827129
chr12	20704398
chr21	9827398
chr12	20704397
chr11	85195069
chr3	57994244
chr8	38283724
chr21	9827394
chr12	127650491
chr21	9827377
chr11	85195024
chr12	20704383
chr12	20704374
chr1	91852954
chr21	9827206
chr21	9827078
chr8	38275840
chr12	20704360
chrM	3117
chr12	20704373
chr2	230045544
chr14	20811440
chr12	20704392
chr11	85195014
chr5	71146742
chr21	9827414
chr15	45003765
chr21	9827441
chr1	160184531
chr8	38274869
chr21	9827102
chr11	85195078
chr17	33478142
chr12	20704407
chrX	108297759
chr2	133012816
chr12	20704378
chr17	33478137
chr21	9827381
chr11	85195054
chr21	9827359
chr21	9827245
chr21	9827431
chr11	85195067
chr4	1807081
chr21	9827425
chr21	9827380
chr1	91852960
chr5	86633687
chr21	9827403
chr21	9827350
chr16	30732577
chrM	2716
chr21	9827241
chr3	49160905
chr2	230045512
chr12	20704403
chr12	20704389
chr1	91852955
chr21	9827377
chr21	9827470
chr17	33478121
chr2	230045529
chr19	50002797
chr15	45007638
chr12	20704362
chr21	9827371
chr17	33478136
chr21	9827320
chr17	33478123
chr21	9827414
chr21	9827390
chr11	85195011
chr12	20704390
chr21	9827151
chr11	85195064
chr12	20704389
chr3	100551108
chr15	45007621
chr15	45007621
chr21	9827379
chr12	20704382
chr11	85195011
chr21	9827377
chr12	20704388
chr15	45009854
chr5	71146840
chr1	91852783
chr2	230045488
chr21	9827468
chr15	45003740
chr15	45003752
chr11	85195011
chr11	85195127
chr1	91852903
chr14	20811454
chr1	91852783
chr12	20704379
chr16	33963311
chr21	9827380
chr21	9827373
chr12	20704362
chr21	9827321
chr21	9827428
chr21	9827294
chr21	9827390
chr21	9827364
chr1	91852935
chr12	20704388
chr19	24184089
chr11	85195011
chr21	9827227
chr17	77020342
chr4	1808609
chr12	20704387
chr13	115028288
chr8	38283716
chr16	33963325
chr17	33478117
chr10	88851606
chr12	20704404
chr2	230045548
chr21	9827235
chr1	108113518
chr12	20704372
chr21	9827357
chr17	33478119
chr21	9827364
chr12	20704383
chr2	230045490
chrM	3068
chr17	39846120
chr2	133012274
chr8	38271436
chr15	45003761
chr11	85195133
chr2	230045544
chr21	9827268
chr2	230045488
chr21	9827376
chr11	85195051
chrY	10037805
chr21	9827288
chr21	9827430
chr15	45007621
chr12	20704407
chr12	20704408
chr21	9827388
chr8	38277050
chr20	44533579
chr2	230045519
chr12	20704363
chr12	20704411
chrY	10036395
chr12	20704383
chr22	40350216
chr21	9827420
chr10	123357484
chr8	38277203
chr2	133012274
chr12	20704362
chr8	38277203
chr2	133012815
chr21	9827103
chr12	20704361
chrX	46299773
chr2	133012722
chr2	230045488
chr21	9827404
chr12	20704369
chr2	133012819
chr4	1807094
chr12	20704373
chr11	85195152
chr21	9827396
chr1	91852870
chr2	133012817
chr16	33963333
chr16	33963333
chr21	9827232
chr21	9827394
chr12	20704397
chr21	9827390
chr12	20704393
chr5	71146862
chr17	33478132
chrX	108297757
chr17	33478142
chr2	230045489
chr21	9827391
chr12	20704381
chr21	9827364
chr12	20704364
chr21	9827103
chr1	91852973
chr21	9827101
chr21	9827288
chr12	20704372
chr21	9827046
chr1	108113516
chr21	9827370
chr12	20704386
chr12	20704360
chr17	33478288
chr12	20704380
chr8	38275826
chr12	20704357
chr21	9827361
chr5	71146742
chr8	38275842
chr21	9827317
chr12	20704415
chr21	9827230
chr21	9827428
chr21	9827391
chr1	91852934
chr12	20704394
chr12	20704363
chr12	20704399
chr12	20704382
chr16	33963880
chr4	1209783
chr21	9827391
chr9	79186793
chr12	20704373
chr2	133012820
chr21	9827290
chr11	85195069
chr21	9827350
chr5	71146753
chr15	45003762
chr15	45003772
chr11	85195048
chr21	9827434
chr12	20704369
chr1	91852936
chr11	85195011
chr12	20704389
chr11	85195011
chr11	85195028
chr8	29032630
chr21	9827414
chr8	38275399
chr21	9827214
chrM	2750
chr21	9827391
chr21	9827439
chr21	9827292
chr12	20704378
chr21	9827406
chr12	20704407
chrM	2391
chr21	9827387
chr2	230045525
chr21	9827369
chr2	230045488
chr1	91852886
chr21	9827391
chr12	20704382
chrX	108297748
chr21	9827350
chr2	133012274
chr17	33478131
chr12	34372631
chr21	9827389
chr17	33478134
chr12	20704389
chr16	33963882
chr21	9827291
chr12	20704377
chr12	20704380
chr17	33478121
chr21	9827288
chr21	9827426
chr17	33478294
chr21	9827425
chr12	20704386
chr21	9827391
chr8	38275388
chr21	9827391
chrY	10036401
chr12	20704414
chr11	85195052
chr12	20704374
chr1	91852911
chr12	20704374
chr21	9827387
chr5	71146858
chr2	133012274
chr12	20704400
chr12	20704406
chr21	9827103
chr11	85195026
chr21	9827294
chr2	230045537
chr17	33478147
chr8	38271201
chr12	57906619
chr15	45003767
chr2	230045517
chr12	20704422
chr1	91852948
chr21	9827433
chr11	85195011
chr1	91853075
chr12	20704363
chr1	91852918
chr1	33276612
chr21	9827390
chr17	33478131
chr17	33478120
chr15	45007621
chr21	9827376
chr12	127650604
chrM	2249
chr2	230045524
chr11	85195056
chr21	9827371
chr11	85195076
chr12	20704365
chr21	9827310
chr21	9827390
chr12	20704384
chrM	1398
chr12	20704364
chr15	45007621
chr4	1808846
chr8	70602352
chr8	70602346
chr8	70602345
chr12	20704387
chr12	20704385
chr1	27930262
chr11	85195064
chr15	45007621
chr5	71146841
chr16	33963333
chr15	45003756
chr16	33963336
chr11	85195011
chr21	9827454
chr21	9827350
chr15	45003717
chr12	20704360
chr16	33963232
chr21	9827391
chr21	9827370
chr11	85195057
chr12	20704400
chr1	91852925
chr8	38279385
chr11	85195166
chr21	9827247
chr17	33478140
chr12	127650878
chr17	33478149
chr8	54871239
chr11	85195069
chr11	85195073
chr21	9827442
chr1	91853075
chr21	9827109
chr17	33478111
chr21	9827087
chr8	38275840
chr12	20704404
chr12	20704389
chr12	20704395
chr15	45007621
chr21	9827398
chrX	46299785
chrX	108297745
chr21	9827430
chr12	20704384
chr21	9827413
chr12	20704359
chr21	9827391
chr16	33963877
chr12	20704413
chr16	33963879
chr11	85195072
chr12	20704375
chr12	20704393
chr21	9827458
chr11	85195048
chr16	33963321
chr22	20779729
chr2	230045488
chr21	9827029
chrX	108297790
chr1	91852822
chr21	9827404
chr21	9827301
chr17	33478117
chr11	85195081
chr12	20704375
chr21	9827402
chr12	20704388
chr12	20704413
chrX	108297763
chr21	9827434
chr12	20704403
chr21	9827414
chrX	108297710
chr1	91852835
chr1	91852947
chr21	9827247
chr5	71146860
chr15	45003762
chr1	91852871
chr12	20704387
chr21	9827118
chr1	91852836
chr1	91852857
chr4	41656291
chr10	123239477
chrM	15519
chr15	45007637
chr5	71146742
chr12	20704358
chr21	9827351
chr21	9827397
chr21	9827391
chr14	92595578
chr21	9827364
chr11	85195011
chr11	85195011
chr8	38277080
chr12	20704375
chr21	9827373
chr12	20704378
chr17	33478294
chr14	69343878
chr12	20704418
chr21	9827391
chr8	38271201
chr2	230045521
chr15	45003753
chr12	6646302
chrX	108297790
chr21	9827387
chr15	45003746
chrY	10037801
chrX	108297719
chr21	9827312
chr11	85195077
chr11	85195045
chr21	9827283
chr21	9827457
chr21	9827438
chr21	9827398
chr1	91852943
chr12	20704416
chr17	33478142
chr12	20704372
chr15	45007627
chr11	85195137
chr11	85195048
chr12	20704373
chr11	85195072
chr21	9827457
chr2	230045514
chr2	133012823
chr15	45003749
chr12	20704363
chr11	85195011
chr21	9827321
chr21	28210005
chr12	20704388
chr12	20704394
chr8	38283716
chr8	38275388
chr21	9827362
chr5	71146742
chr11	85195011
chr21	9827292
chr12	20704361
chr21	9827407
chr12	20704389
chr21	9827403
chr12	20704381
chr12	20704364
chr12	20704383
chr11	85195011
chr15	45003759
chr12	20704415
chr14	20811443
chr12	20704400
chr8	38283716
chr11	85195072
chr21	9827304
chr1	91853038
chr5	71146742
chr12	20704389
chr12	20704379
chr15	45003749
chr5	71146742
chr12	20704388
chr12	20704388
chr2	230045498
chr1	91852950
chr21	9827244
chr21	9827359
chr4	1209806
chr8	38271446
chrX	108297788
chr21	9827438
chr6	42023317
chr21	9827386
chr21	9827249
chr17	33478112
chr17	33478138
chr12	20704383
chr17	33478129
chr21	9827357
chr21	9827431
chr11	85195011
chr11	85195024
chrM	3127
chr17	33478132
chr1	91852934
chr15	45007621
chr21	9827369
chr21	9827391
chr21	9827391
chr11	85195043
chr21	9827100
chr12	20704396
chr21	9827391
chr12	20704391
chr16	33963320
chr12	20704385
chr2	230045488
chr21	35767585
chr15	45007621
chr12	20704377
chr5	71146845
chr12	20704400
chr12	20704392
chr21	9827103
chr8	38314874
chr12	20704388
chr21	9827087
chr8	38277208
chr12	20704393
chr12	20704388
chr21	9827301
chr21	9827439
chr5	71146742
chr21	9827124
chr12	20704405
chr12	9094462
chr16	33963881
chr12	20704374
chr7	97920444
chr21	9827233
chr12	20704386
chr2	133039138
chr2	133012818
chr11	85195011
chr12	20704388
chr8	38283670
chr21	9827398
chr12	20704389
chr17	33478125
chr21	9827414
chr5	71146864
chr1	91852935
chr17	33478136
chr12	20704391
chr12	20704381
chr21	9827425
chrM	981
chr21	9827427
chr21	9827355
chr11	128785132
chrX	108297697
chrM	11131
chr15	45007621
chr12	20704389
chr2	230045488
chr12	20704410
chr12	20704366
chr12	20704387
chr17	33478130
chrM	699
chr12	6646318
chr21	9827098
chr21	9827304
chr21	9827437
chr12	20704395
chr12	127650874
chr2	230045521
chr12	20704392
chr7	107401268
chr2	230045488
chr17	33478126
chr21	9827362
chr16	33963331
chr1	91852934
chr1	62393432
chr2	133039138
chr21	9827297
chr12	20704411
chr12	20704377
chrX	120181935
chr21	9827321
chr11	85195052
chr12	20704403
chr21	9827416
chr21	9827387
chr1	91852933
chr15	45003762
chr17	33478140
chr12	20704365
chr21	9827445
chr8	70602349
chr1	91853027
chr12	127650871
chr12	20704375
chr1	91852956
chr6	116568213
chr11	85195089
chr6	35428762
chr2	230045529
chr11	85195011
chr11	71724643
chr12	20704397
chr12	20704414
chr12	20704368
chr1	91853057
chr17	33478125
chr2	230045533
chrX	108297794
chr1	91852938
chr12	20704393
chr12	20704411
chr10	52208171
chr11	85195066
chr21	9827347
chr21	9827200
chr4	1209779
chr12	20704395
chr12	20704360
chr16	33963321
chr21	9827250
chr8	38271435
chr21	9827434
chr12	20704378
chr21	9827034
chr12	20704371
chr6	106667972
chr2	56411288
chr21	9827386
chr12	20704361
chr11	85195186
chr17	33478132
chr21	9827306
chr11	85195011
chr21	9827297
chr21	9827285
chr12	20704383
chr17	33478131
chr21	9827436
chr5	71146770
chr8	70602351
chr21	9827140
chr12	20704404
chr10	81374781
chr1	91852944
chr11	85195045
chr21	9827401
chr17	33478293
chr19	39898612
chr12	20704415
chr12	20704387
chr11	85195049
chr8	38285437
chr21	9827455
chrX	108885106
chr21	9827369
chr11	85195047
chr12	20704380
chr17	79533136
chr21	9827407
chr21	9827258
chrY	10036399
chr1	108113522
chr1	91853066
chr12	20704388
chr21	9827350
chr12	20704395
chr8	38271674
chr19	24184956
chr12	20704385
chr21	9827234
chr8	38279391
chr21	9827413
chr4	1806189
chrY	10036424
chr8	38282078
chr21	9827398
chr17	33478131
chr12	20704375
chr21	9827086
chr8	38279385
chr17	33478162
chr17	33478136
chr1	91853071
chr12	20704399
chr21	9827172
chr12	20704413
chr12	20704362
chr11	85195070
chr21	9827230
chr1	91852945
chr12	20704361
chr11	85195011
chr1	91853047
chr17	33478149
chr12	20704399
chr11	85195029
chr11	85195011
chr19	8503438
chr1	91852839
chr21	9827404
chr12	127650473
chr8	38271445
chr21	9827362
chr4	1208227
chr19	36066691
chr17	33478123
chr11	85195069
chr8	38282159
chr12	20704388
chr21	9827414
chr17	33478145
chr21	9827385
chr2	10507304
chr21	9827230
chr12	20704389
chr12	20704404
chr21	9827046
chrY	10037825
chr12	20704358
chr12	20704386
chr15	45003743
chr10	123243211
chr12	20704398
chr12	6646297
chr17	76121909
chr21	9827437
chr1	91852955
chr21	9827465
chr15	45003757
chr21	9827399
chr8	38282159
chr21	9827432
chrX	108297684
chr11	85195011
chr2	230045517
chr15	45003766
chr16	33963333
chr12	20704393
chr21	9827092
chr15	45003760
chr11	85195078
chr21	9827172
chr9	35657832
chr11	85195011
chr19	24184956
chr1	91853083
chr12	20704373
chr11	85195094
chr1	91852849
chr17	33478113
chr11	85195026
chr12	20704372
chr8	38275746
chr21	9827260
chr21	9827347
chr21	9827137
chrM	783
chr17	33478136
chr21	9827394
chr17	33478132
chr1	203767550
chr12	20704377
chr21	9827301
chr21	9827434
chr21	9827438
chr12	20704398
chr21	9827399
chr4	1808556
chr21	9827249
chr3	160232903
chr21	9827230
chr2	230045488
chr21	9827419
chr12	20704418
chrX	47442883
chrX	108297771
chrX	108297703
chr21	9827450
chr21	9827287
chr21	9827379
chr8	38285437
chr21	9827122
chr15	45003759
chr1	91852838
chr21	9827434
chr12	20704395
chr4	1209779
chr12	20704389
chr16	33963884
chr21	9827084
chr21	9827390
chr1	91852941
chr21	9827414
chr21	9827111
chr12	20704407
chr2	61575096
chr21	9827377
chr12	20704389
chr21	9827430
chr15	45003741
chr8	38285437
chr12	20704414
chr21	9827419
chr1	91852972
chr21	9827172
chr11	85195011
chr21	9827296
chr17	33478123
chr8	70602346
chrX	108297791
chr12	20704389
chr4	1208245
chr12	20704385
chr17	33478116
chr21	9827391
chr17	33478124
chr16	72122927
chr11	85195026
chr3	194933360
chr2	230045488
chr19	47112920
chr17	33478294
chr2	230045488
chr19	24184956
chrY	10036395
chr21	9827292
chr21	9827172
chr17	33478126
chr12	20704403
chr1	91852956
chr17	41151989
chr12	20704382
chr8	38271435
chr19	24184956
chr17	33478125
chr2	230045488
chr8	38275465
chr21	9827292
chr21	9827296
chr12	127650866
chr2	230045524
chr12	20704362
chr12	20704400
chr16	33963878
chr8	70602348
chr1	91852944
chr9	35657884
chr11	85195014
chr11	85195011
chr12	20704378
chr12	20704385
chr12	20704374
chr11	85195011
chr11	85195048
chr21	9827438
chr1	9787839
chr11	85195069
chr17	33478121
chr5	37540903
chr12	20704388
chr12	20704381
chr12	20704415
chr8	70602432
chr12	20704382
chr17	33478117
chr12	20704388
chr21	9827414
chr2	85889172
chr21	9827245
chr11	85195011
chr1	91852929
chrX	108297801
chr21	9827423
chr1	91853086
chr12	20704381
chr12	20704412
chr12	20704388
chr11	85195011
chr21	9827371
chr21	9827470
chr12	20704389
chr21	9827261
chr11	85195013
chr1	29379728
chr17	33478130
chr1	91853065
chr21	9827371
chr11	85195011
chr21	9827444
chr21	9827370
chr12	20704389
chr21	9827357
chr21	9827396
chr21	9827366
chr12	20704388
chr12	20704377
chr12	20704390
chr8	70602349
chr21	9827447
chr8	38285451
chr12	20704389
chr21	9827292
chr21	9827401
chr21	9827391
chr12	20704391
chr8	70602348
chr11	85195053
chr15	45007621
chr12	20704402
chr16	33963321
chr12	20704375
chr11	85195052
chr12	20704372
chr12	53925736
chr21	9827457
chr17	33478141
chr15	45003768
chr21	9827172
chr12	20704403
chr1	91852955
chr12	20704400
chr1	91853081
chr11	131617224
chr12	20704378
chr12	20704388
chr16	33963317
chr12	20704387
chr21	9827301
chr21	9827197
chr8	38275746
chr11	57080282
chr21	9827423
chr15	45007621
chr21	9827387
chr21	9827295
chr17	33478138
chrX	108297733
chr12	20704379
chr21	9827310
chr12	20704389
chr21	9827399
chr16	33963881
chr21	9827364
chr16	33963884
chr12	20704391
chr8	38277212
chr21	9827433
chr17	33478224
chr21	9827382
chr21	9827379
chr1	91852934
chrX	108297721
chr21	9827397
chr12	20704387
chr21	9827423
chr21	9827350
chr11	85195075
chr11	85195018
chr21	9827205
chr5	71146874
chr12	20704422
chr11	85195067
chr12	20704424
chr21	9827086
chr17	33478116
chr1	91852911
chr11	85195078
chr2	230045523
chr12	20704377
chr12	20704395
chr21	9827414
chr8	124780816
chr11	85195011
chr2	131841753
chr11	85195011
chr21	9827391
chrX	108297755
chr2	230045519
chr11	6632439
chr15	45003753
chr17	6919157
chr9	139566802
chrX	108297646
chr8	38279315
chr1	91852783
chr2	230045533
chr1	91852941
chr3	4460359
chr12	20704402
chr2	230045492
chr3	113099330
chr16	33963316
chr12	20704388
chr21	9827232
chr12	20704370
chr12	20704396
chrY	10037805
chr12	20704383
chr17	33478121
chr21	9827361
chr5	71146855
chr15	45003767
chr21	9827097
chr21	9827368
chr11	85195010
chr21	9827090
chr12	20704372
chr21	9827369
chr17	33478142
chr12	20704357
chr17	33478140
chrX	108297715
chrX	108297796
chr21	9827175
chr17	33478139
chr12	20704422
chr21	9827080
chr21	9827242
chr1	91852800
chr21	9827350
chr21	9827376
chr21	9827387
chr12	20704406
chr17	33478123
chr21	9827240
chr12	20704404
chr15	45003752
chr21	9827370
chr21	9827381
chr1	91852955
chr1	91852948
chr21	9827433
chr8	38271672
chr21	9827376
chr21	9827286
chr21	9827045
chr1	91852934
chr12	20704389
chr12	20704388
chr12	20704387
chr4	1209779
chr21	9827043
chr15	45007621
chr6	30692035
chrY	10037840
chr2	230045515
chr12	20704402
chr5	71146742
chr21	9827368
chr12	20704373
chr21	9827472
chrX	46299776
chr8	38275452
chr12	20704373
chr21	9827455
chr21	9827403
chrM	2116
chr1	91852935
chr11	85195086
chr21	9827441
chr21	9827232
chr21	9827131
chr21	9827232
chr12	20704397
chr12	20704377
chrX	108297797
chr21	9827365
chr12	20704365
chr17	33478136
chr1	91852789
chr21	9827271
chr21	9827370
chr12	20704378
chr21	9827370
chr21	9827283
chr15	45003747
chr2	230045525
chr12	20704389
chr12	20704372
chr15	45003762
chr2	230045497
chr21	9827385
chr17	33478140
chr12	20704389
chr1	23724286
chr21	9827094
chr15	45007621
chr11	85195060
chr21	9827434
chr1	91853042
chr2	133012931
chr21	9827092
chr17	33478163
chr12	20704389
chr2	230045551
chr12	20704397
chr21	9827256
chr21	9827444
chr21	9827295
chr12	20704387
chr8	38271226
chr2	230045533
chr21	9827370
chr12	20704397
chr12	20704374
chr2	133012274
chr1	44379820
chr21	9827302
chr12	20704393
chr11	85195078
chr2	230045488
chr12	20704418
chr11	85195011
chr21	9827407
chr4	1209779
chr11	85195049
chr21	9827399
chr21	9827293
chr8	38275452
chr2	230045533
chr11	85195130
chr21	9827386
chr21	9827284
chr16	33963333
chr2	133012821
chr12	20704395
chr21	9827392
chr17	33478124
chr21	9827391
chr21	9827279
chr1	91852934
chr21	9827287
chr12	20704399
chr1	91852952
chr21	9827399
chr21	9827425
chr16	33963881
chr5	71146852
chr11	85195011
chr12	20704388
chr1	91852944
chr21	9827468
chr1	91853035
chr12	20704389
chr11	85195053
chr12	20704389
chr17	33478139
chr12	127650871
chr21	9827437
chr11	85195011
chr21	9827391
chr12	20704397
chr12	20704370
chr11	85195011
chr12	20704373
chrX	108297783
chr15	45003767
chr12	127650607
chr11	85195069
chr21	9827288
chr11	85195011
chr11	2411641
chr21	9827350
chr12	20704385
chr11	85195011
chr16	2815080
chr12	20704399
chr11	85195011
chr15	45007621
chr12	20704388
chr16	33963881
chr21	9827392
chr17	33478113
chr21	9827401
chr15	45003756
chr12	20704389
chr11	85195081
chr12	20704357
chr1	91852817
chr1	91852809
chr21	47407521
chr16	571540
chr8	70602349
chr12	20704402
chrY	10037839
chr21	9827118
chr11	85195051
chr12	20704387
chr21	9827381
chr21	9827370
chr12	20704402
chr1	91852913
chr21	9827096
chrY	10035893
chr12	127650870
chr21	9827371
chr5	71146851
chr12	20704389
chr8	38315009
chr17	33478113
chr12	20704372
chr11	85195072
chr21	9827081
chr17	33478123
chr12	20704389
chr17	33478142
chr2	133012820
chr21	9827243
chr8	38271667
chr2	133012823
chr8	38271441
chr12	20704386
chr11	85195059
chr16	33963316
chr21	9827351
chr2	230045521
chr12	20704408
chr12	20704377
chr21	9827409
chrX	77369298
chr21	9827380
chr8	38275840
chr11	85195070
chr2	230045490
chr21	9827377
chr15	45003767
chr5	71146850
chr21	9827377
chr21	9827390
chr15	45003761
chr21	9827087
chr21	9827347
chr11	85195011
chr12	20704404
chr12	20704357
chr12	20704364
chr8	70602358
chr11	85195081
chr21	9827391
chr17	33478123
chr2	230045524
chr2	133012719
chrX	108297714
chr11	85195065
chr2	133012822
chr16	33963320
chr21	9827220
chr12	20704375
chr12	20704374
chr21	9827248
chr21	9827414
chr15	45007621
chr21	9827414
chr2	133012823
chr2	133012816
chr11	85195069
chr21	9827414
chr17	33478112
chr12	20704404
chr21	9827390
chr11	85195076
chr12	20704386
chr1	91852938
chr5	39106168
chr17	33478132
chr1	91852908
chr21	9827370
chr21	9827376
chr21	9827439
chr11	85195078
chr21	9827378
chr21	9827468
chr1	36106983
chr12	20704364
chr12	20704389
chr21	9827444
chr12	20704404
chr11	85195064
chr21	9827412
chr21	9827460
chr17	33478151
chr21	9827368
chr1	91852934
chr21	9827349
chr8	38282159
chr12	20704387
chr17	33478135
chr21	9827230
chr17	33478132
chr21	9827359
chr12	20704372
chr2	133012820
chr21	9827418
chr21	9827350
chr21	9827438
chr4	1806557
chr17	33478132
chr12	20704378
chr21	9827243
chr9	79186680
chr21	9827419
chr21	9827085
chr12	20704391
chr21	9827376
chr9	112898405
chr12	20704397
chr11	85195011
chr21	9827364
chr1	91852948
chr21	9827374
chr2	133012815
chr20	23027872
chr1	91852944
chrM	1816
chr15	45003755
chr12	20704386
chr11	85195065
chr11	85195011
chr21	9827222
chr21	9827440
chr8	70602352
chr12	20704405
chr21	9827387
